No,Player,DOB,Age,Date,Exercise,Volume,Year
12,Kieran Trippier,1990-09-19,28,2018-03-15,Cable Biceps Bar,NA,2018
12,Kieran Trippier,1990-09-19,28,2018-03-16,Cable Biceps Bar,NA,2018
12,Kieran Trippier,1990-09-19,28,2018-03-17,Cable Biceps Bar,12,2018
12,Kieran Trippier,1990-09-19,28,2018-03-18,Cable Biceps Bar,NA,2018
12,Kieran Trippier,1990-09-19,28,2018-03-19,Cable Biceps Bar,14,2018
12,Kieran Trippier,1990-09-19,28,2018-03-20,Cable Biceps Bar,NA,2018
12,Kieran Trippier,1990-09-19,28,2018-03-21,Cable Biceps Bar,17,2018
12,Kieran Trippier,1990-09-19,28,2018-03-22,Cable Biceps Bar,10,2018
12,Kieran Trippier,1990-09-19,28,2018-03-23,Cable Biceps Bar,NA,2018
12,Kieran Trippier,1990-09-19,28,2018-03-24,Cable Biceps Bar,NA,2018
12,Kieran Trippier,1990-09-19,28,2018-03-25,Cable Biceps Bar,14,2018
12,Kieran Trippier,1990-09-19,28,2018-03-26,Cable Biceps Bar,16,2018
12,Kieran Trippier,1990-09-19,28,2018-03-27,Cable Biceps Bar,1,2018
12,Kieran Trippier,1990-09-19,28,2018-03-28,Cable Biceps Bar,4,2018
13,Jack Butland,1993-03-10,25,2018-03-01,Cable Biceps Bar,2,2018
13,Jack Butland,1993-03-10,25,2018-03-02,Cable Biceps Bar,7,2018
13,Jack Butland,1993-03-10,25,2018-03-03,Cable Biceps Bar,14,2018
13,Jack Butland,1993-03-10,25,2018-03-04,Cable Biceps Bar,17,2018
13,Jack Butland,1993-03-10,25,2018-03-05,Cable Biceps Bar,18,2018
13,Jack Butland,1993-03-10,25,2018-03-06,Cable Biceps Bar,0,2018
13,Jack Butland,1993-03-10,25,2018-03-07,Cable Biceps Bar,2,2018
13,Jack Butland,1993-03-10,25,2018-03-08,Cable Biceps Bar,15,2018
13,Jack Butland,1993-03-10,25,2018-03-09,Cable Biceps Bar,20,2018
13,Jack Butland,1993-03-10,25,2018-03-10,Cable Biceps Bar,20,2018
13,Jack Butland,1993-03-10,25,2018-03-11,Cable Biceps Bar,9,2018
13,Jack Butland,1993-03-10,25,2018-03-12,Cable Biceps Bar,0,2018
13,Jack Butland,1993-03-10,25,2018-03-13,Cable Biceps Bar,7,2018
13,Jack Butland,1993-03-10,25,2018-03-14,Cable Biceps Bar,NA,2018
13,Jack Butland,1993-03-10,25,2018-03-15,Cable Biceps Bar,4,2018
13,Jack Butland,1993-03-10,25,2018-03-16,Cable Biceps Bar,6,2018
13,Jack Butland,1993-03-10,25,2018-03-17,Cable Biceps Bar,6,2018
13,Jack Butland,1993-03-10,25,2018-03-18,Cable Biceps Bar,NA,2018
13,Jack Butland,1993-03-10,25,2018-03-19,Cable Biceps Bar,NA,2018
13,Jack Butland,1993-03-10,25,2018-03-20,Cable Biceps Bar,19,2018
13,Jack Butland,1993-03-10,25,2018-03-21,Cable Biceps Bar,NA,2018
13,Jack Butland,1993-03-10,25,2018-03-22,Cable Biceps Bar,NA,2018
13,Jack Butland,1993-03-10,25,2018-03-23,Cable Biceps Bar,3,2018
13,Jack Butland,1993-03-10,25,2018-03-24,Cable Biceps Bar,5,2018
13,Jack Butland,1993-03-10,25,2018-03-25,Cable Biceps Bar,5,2018
13,Jack Butland,1993-03-10,25,2018-03-26,Cable Biceps Bar,15,2018
13,Jack Butland,1993-03-10,25,2018-03-27,Cable Biceps Bar,14,2018
13,Jack Butland,1993-03-10,25,2018-03-28,Cable Biceps Bar,15,2018
14,Ben Chilwell,1996-12-21,21,2018-03-01,Cable Biceps Bar,18,2018
14,Ben Chilwell,1996-12-21,21,2018-03-02,Cable Biceps Bar,4,2018
14,Ben Chilwell,1996-12-21,21,2018-03-03,Cable Biceps Bar,20,2018
14,Ben Chilwell,1996-12-21,21,2018-03-04,Cable Biceps Bar,NA,2018
14,Ben Chilwell,1996-12-21,21,2018-03-05,Cable Biceps Bar,0,2018
14,Ben Chilwell,1996-12-21,21,2018-03-06,Cable Biceps Bar,6,2018
14,Ben Chilwell,1996-12-21,21,2018-03-07,Cable Biceps Bar,9,2018
14,Ben Chilwell,1996-12-21,21,2018-03-08,Cable Biceps Bar,13,2018
14,Ben Chilwell,1996-12-21,21,2018-03-09,Cable Biceps Bar,13,2018
14,Ben Chilwell,1996-12-21,21,2018-03-10,Cable Biceps Bar,8,2018
14,Ben Chilwell,1996-12-21,21,2018-03-11,Cable Biceps Bar,9,2018
14,Ben Chilwell,1996-12-21,21,2018-03-12,Cable Biceps Bar,3,2018
14,Ben Chilwell,1996-12-21,21,2018-03-13,Cable Biceps Bar,19,2018
14,Ben Chilwell,1996-12-21,21,2018-03-14,Cable Biceps Bar,4,2018
14,Ben Chilwell,1996-12-21,21,2018-03-15,Cable Biceps Bar,NA,2018
14,Ben Chilwell,1996-12-21,21,2018-03-16,Cable Biceps Bar,18,2018
14,Ben Chilwell,1996-12-21,21,2018-03-17,Cable Biceps Bar,2,2018
14,Ben Chilwell,1996-12-21,21,2018-03-18,Cable Biceps Bar,NA,2018
14,Ben Chilwell,1996-12-21,21,2018-03-19,Cable Biceps Bar,11,2018
14,Ben Chilwell,1996-12-21,21,2018-03-20,Cable Biceps Bar,17,2018
14,Ben Chilwell,1996-12-21,21,2018-03-21,Cable Biceps Bar,NA,2018
14,Ben Chilwell,1996-12-21,21,2018-03-22,Cable Biceps Bar,12,2018
14,Ben Chilwell,1996-12-21,21,2018-03-23,Cable Biceps Bar,11,2018
14,Ben Chilwell,1996-12-21,21,2018-03-24,Cable Biceps Bar,12,2018
14,Ben Chilwell,1996-12-21,21,2018-03-25,Cable Biceps Bar,NA,2018
14,Ben Chilwell,1996-12-21,21,2018-03-26,Cable Biceps Bar,3,2018
14,Ben Chilwell,1996-12-21,21,2018-03-27,Cable Biceps Bar,20,2018
14,Ben Chilwell,1996-12-21,21,2018-03-28,Cable Biceps Bar,NA,2018
15,John Stones,1994-05-28,24,2018-03-01,Cable Biceps Bar,NA,2018
15,John Stones,1994-05-28,24,2018-03-02,Cable Biceps Bar,14,2018
15,John Stones,1994-05-28,24,2018-03-03,Cable Biceps Bar,19,2018
15,John Stones,1994-05-28,24,2018-03-04,Cable Biceps Bar,14,2018
15,John Stones,1994-05-28,24,2018-03-05,Cable Biceps Bar,NA,2018
15,John Stones,1994-05-28,24,2018-03-06,Cable Biceps Bar,7,2018
15,John Stones,1994-05-28,24,2018-03-07,Cable Biceps Bar,6,2018
15,John Stones,1994-05-28,24,2018-03-08,Cable Biceps Bar,4,2018
15,John Stones,1994-05-28,24,2018-03-09,Cable Biceps Bar,18,2018
15,John Stones,1994-05-28,24,2018-03-10,Cable Biceps Bar,12,2018
15,John Stones,1994-05-28,24,2018-03-11,Cable Biceps Bar,NA,2018
15,John Stones,1994-05-28,24,2018-03-12,Cable Biceps Bar,5,2018
15,John Stones,1994-05-28,24,2018-03-13,Cable Biceps Bar,4,2018
15,John Stones,1994-05-28,24,2018-03-14,Cable Biceps Bar,10,2018
15,John Stones,1994-05-28,24,2018-03-15,Cable Biceps Bar,18,2018
15,John Stones,1994-05-28,24,2018-03-16,Cable Biceps Bar,5,2018
15,John Stones,1994-05-28,24,2018-03-17,Cable Biceps Bar,4,2018
15,John Stones,1994-05-28,24,2018-03-18,Cable Biceps Bar,NA,2018
15,John Stones,1994-05-28,24,2018-03-19,Cable Biceps Bar,9,2018
15,John Stones,1994-05-28,24,2018-03-20,Cable Biceps Bar,NA,2018
15,John Stones,1994-05-28,24,2018-03-21,Cable Biceps Bar,8,2018
15,John Stones,1994-05-28,24,2018-03-22,Cable Biceps Bar,3,2018
15,John Stones,1994-05-28,24,2018-03-23,Cable Biceps Bar,1,2018
15,John Stones,1994-05-28,24,2018-03-24,Cable Biceps Bar,12,2018
15,John Stones,1994-05-28,24,2018-03-25,Cable Biceps Bar,6,2018
15,John Stones,1994-05-28,24,2018-03-26,Cable Biceps Bar,2,2018
15,John Stones,1994-05-28,24,2018-03-27,Cable Biceps Bar,10,2018
15,John Stones,1994-05-28,24,2018-03-28,Cable Biceps Bar,20,2018
16,Joe Gomez,1997-05-23,21,2018-03-01,Cable Biceps Bar,15,2018
16,Joe Gomez,1997-05-23,21,2018-03-02,Cable Biceps Bar,18,2018
16,Joe Gomez,1997-05-23,21,2018-03-03,Cable Biceps Bar,10,2018
16,Joe Gomez,1997-05-23,21,2018-03-04,Cable Biceps Bar,1,2018
16,Joe Gomez,1997-05-23,21,2018-03-05,Cable Biceps Bar,9,2018
16,Joe Gomez,1997-05-23,21,2018-03-06,Cable Biceps Bar,14,2018
16,Joe Gomez,1997-05-23,21,2018-03-07,Cable Biceps Bar,16,2018
16,Joe Gomez,1997-05-23,21,2018-03-08,Cable Biceps Bar,8,2018
16,Joe Gomez,1997-05-23,21,2018-03-09,Cable Biceps Bar,18,2018
16,Joe Gomez,1997-05-23,21,2018-03-10,Cable Biceps Bar,NA,2018
16,Joe Gomez,1997-05-23,21,2018-03-11,Cable Biceps Bar,10,2018
16,Joe Gomez,1997-05-23,21,2018-03-12,Cable Biceps Bar,2,2018
16,Joe Gomez,1997-05-23,21,2018-03-13,Cable Biceps Bar,17,2018
16,Joe Gomez,1997-05-23,21,2018-03-14,Cable Biceps Bar,11,2018
16,Joe Gomez,1997-05-23,21,2018-03-15,Cable Biceps Bar,5,2018
16,Joe Gomez,1997-05-23,21,2018-03-16,Cable Biceps Bar,14,2018
16,Joe Gomez,1997-05-23,21,2018-03-17,Cable Biceps Bar,20,2018
16,Joe Gomez,1997-05-23,21,2018-03-18,Cable Biceps Bar,20,2018
16,Joe Gomez,1997-05-23,21,2018-03-19,Cable Biceps Bar,15,2018
16,Joe Gomez,1997-05-23,21,2018-03-20,Cable Biceps Bar,20,2018
16,Joe Gomez,1997-05-23,21,2018-03-21,Cable Biceps Bar,NA,2018
16,Joe Gomez,1997-05-23,21,2018-03-22,Cable Biceps Bar,14,2018
16,Joe Gomez,1997-05-23,21,2018-03-23,Cable Biceps Bar,16,2018
16,Joe Gomez,1997-05-23,21,2018-03-24,Cable Biceps Bar,3,2018
16,Joe Gomez,1997-05-23,21,2018-03-25,Cable Biceps Bar,0,2018
16,Joe Gomez,1997-05-23,21,2018-03-26,Cable Biceps Bar,NA,2018
16,Joe Gomez,1997-05-23,21,2018-03-27,Cable Biceps Bar,15,2018
16,Joe Gomez,1997-05-23,21,2018-03-28,Cable Biceps Bar,NA,2018
17,Jordan Henderson,1990-06-17,28,2018-03-01,Cable Biceps Bar,9,2018
17,Jordan Henderson,1990-06-17,28,2018-03-02,Cable Biceps Bar,14,2018
17,Jordan Henderson,1990-06-17,28,2018-03-03,Cable Biceps Bar,13,2018
17,Jordan Henderson,1990-06-17,28,2018-03-04,Cable Biceps Bar,11,2018
17,Jordan Henderson,1990-06-17,28,2018-03-05,Cable Biceps Bar,NA,2018
17,Jordan Henderson,1990-06-17,28,2018-03-06,Cable Biceps Bar,0,2018
17,Jordan Henderson,1990-06-17,28,2018-03-07,Cable Biceps Bar,17,2018
17,Jordan Henderson,1990-06-17,28,2018-03-08,Cable Biceps Bar,13,2018
17,Jordan Henderson,1990-06-17,28,2018-03-09,Cable Biceps Bar,NA,2018
17,Jordan Henderson,1990-06-17,28,2018-03-10,Cable Biceps Bar,7,2018
17,Jordan Henderson,1990-06-17,28,2018-03-11,Cable Biceps Bar,NA,2018
17,Jordan Henderson,1990-06-17,28,2018-03-12,Cable Biceps Bar,16,2018
17,Jordan Henderson,1990-06-17,28,2018-03-13,Cable Biceps Bar,20,2018
17,Jordan Henderson,1990-06-17,28,2018-03-14,Cable Biceps Bar,10,2018
17,Jordan Henderson,1990-06-17,28,2018-03-15,Cable Biceps Bar,7,2018
17,Jordan Henderson,1990-06-17,28,2018-03-16,Cable Biceps Bar,19,2018
17,Jordan Henderson,1990-06-17,28,2018-03-17,Cable Biceps Bar,2,2018
17,Jordan Henderson,1990-06-17,28,2018-03-18,Cable Biceps Bar,9,2018
17,Jordan Henderson,1990-06-17,28,2018-03-19,Cable Biceps Bar,NA,2018
17,Jordan Henderson,1990-06-17,28,2018-03-20,Cable Biceps Bar,16,2018
17,Jordan Henderson,1990-06-17,28,2018-03-21,Cable Biceps Bar,NA,2018
17,Jordan Henderson,1990-06-17,28,2018-03-22,Cable Biceps Bar,4,2018
17,Jordan Henderson,1990-06-17,28,2018-03-23,Cable Biceps Bar,NA,2018
17,Jordan Henderson,1990-06-17,28,2018-03-24,Cable Biceps Bar,7,2018
17,Jordan Henderson,1990-06-17,28,2018-03-25,Cable Biceps Bar,17,2018
17,Jordan Henderson,1990-06-17,28,2018-03-26,Cable Biceps Bar,1,2018
17,Jordan Henderson,1990-06-17,28,2018-03-27,Cable Biceps Bar,19,2018
17,Jordan Henderson,1990-06-17,28,2018-03-28,Cable Biceps Bar,14,2018
18,Jesse Lingard,1992-12-15,25,2018-03-01,Cable Biceps Bar,6,2018
18,Jesse Lingard,1992-12-15,25,2018-03-02,Cable Biceps Bar,12,2018
18,Jesse Lingard,1992-12-15,25,2018-03-03,Cable Biceps Bar,3,2018
18,Jesse Lingard,1992-12-15,25,2018-03-04,Cable Biceps Bar,3,2018
18,Jesse Lingard,1992-12-15,25,2018-03-05,Cable Biceps Bar,16,2018
18,Jesse Lingard,1992-12-15,25,2018-03-06,Cable Biceps Bar,0,2018
18,Jesse Lingard,1992-12-15,25,2018-03-07,Cable Biceps Bar,16,2018
18,Jesse Lingard,1992-12-15,25,2018-03-08,Cable Biceps Bar,15,2018
18,Jesse Lingard,1992-12-15,25,2018-03-09,Cable Biceps Bar,17,2018
18,Jesse Lingard,1992-12-15,25,2018-03-10,Cable Biceps Bar,10,2018
18,Jesse Lingard,1992-12-15,25,2018-03-11,Cable Biceps Bar,10,2018
18,Jesse Lingard,1992-12-15,25,2018-03-12,Cable Biceps Bar,9,2018
18,Jesse Lingard,1992-12-15,25,2018-03-13,Cable Biceps Bar,1,2018
18,Jesse Lingard,1992-12-15,25,2018-03-14,Cable Biceps Bar,7,2018
18,Jesse Lingard,1992-12-15,25,2018-03-15,Cable Biceps Bar,20,2018
18,Jesse Lingard,1992-12-15,25,2018-03-16,Cable Biceps Bar,11,2018
18,Jesse Lingard,1992-12-15,25,2018-03-17,Cable Biceps Bar,6,2018
18,Jesse Lingard,1992-12-15,25,2018-03-18,Cable Biceps Bar,14,2018
18,Jesse Lingard,1992-12-15,25,2018-03-19,Cable Biceps Bar,11,2018
18,Jesse Lingard,1992-12-15,25,2018-03-20,Cable Biceps Bar,5,2018
18,Jesse Lingard,1992-12-15,25,2018-03-21,Cable Biceps Bar,2,2018
18,Jesse Lingard,1992-12-15,25,2018-03-22,Cable Biceps Bar,1,2018
18,Jesse Lingard,1992-12-15,25,2018-03-23,Cable Biceps Bar,NA,2018
18,Jesse Lingard,1992-12-15,25,2018-03-24,Cable Biceps Bar,13,2018
18,Jesse Lingard,1992-12-15,25,2018-03-25,Cable Biceps Bar,9,2018
18,Jesse Lingard,1992-12-15,25,2018-03-26,Cable Biceps Bar,3,2018
18,Jesse Lingard,1992-12-15,25,2018-03-27,Cable Biceps Bar,6,2018
18,Jesse Lingard,1992-12-15,25,2018-03-28,Cable Biceps Bar,NA,2018
19,Harry Kane (Captain),1993-07-28,25,2018-03-01,Cable Biceps Bar,20,2018
19,Harry Kane (Captain),1993-07-28,25,2018-03-02,Cable Biceps Bar,0,2018
19,Harry Kane (Captain),1993-07-28,25,2018-03-03,Cable Biceps Bar,0,2018
19,Harry Kane (Captain),1993-07-28,25,2018-03-04,Cable Biceps Bar,NA,2018
19,Harry Kane (Captain),1993-07-28,25,2018-03-05,Cable Biceps Bar,NA,2018
19,Harry Kane (Captain),1993-07-28,25,2018-03-06,Cable Biceps Bar,5,2018
19,Harry Kane (Captain),1993-07-28,25,2018-03-07,Cable Biceps Bar,6,2018
19,Harry Kane (Captain),1993-07-28,25,2018-03-08,Cable Biceps Bar,13,2018
19,Harry Kane (Captain),1993-07-28,25,2018-03-09,Cable Biceps Bar,4,2018
19,Harry Kane (Captain),1993-07-28,25,2018-03-10,Cable Biceps Bar,NA,2018
19,Harry Kane (Captain),1993-07-28,25,2018-03-11,Cable Biceps Bar,1,2018
19,Harry Kane (Captain),1993-07-28,25,2018-03-12,Cable Biceps Bar,13,2018
19,Harry Kane (Captain),1993-07-28,25,2018-03-13,Cable Biceps Bar,0,2018
19,Harry Kane (Captain),1993-07-28,25,2018-03-14,Cable Biceps Bar,20,2018
19,Harry Kane (Captain),1993-07-28,25,2018-03-15,Cable Biceps Bar,NA,2018
19,Harry Kane (Captain),1993-07-28,25,2018-03-16,Cable Biceps Bar,12,2018
19,Harry Kane (Captain),1993-07-28,25,2018-03-17,Cable Biceps Bar,5,2018
19,Harry Kane (Captain),1993-07-28,25,2018-03-18,Cable Biceps Bar,3,2018
19,Harry Kane (Captain),1993-07-28,25,2018-03-19,Cable Biceps Bar,NA,2018
19,Harry Kane (Captain),1993-07-28,25,2018-03-20,Cable Biceps Bar,NA,2018
19,Harry Kane (Captain),1993-07-28,25,2018-03-21,Cable Biceps Bar,8,2018
19,Harry Kane (Captain),1993-07-28,25,2018-03-22,Cable Biceps Bar,20,2018
19,Harry Kane (Captain),1993-07-28,25,2018-03-23,Cable Biceps Bar,NA,2018
19,Harry Kane (Captain),1993-07-28,25,2018-03-24,Cable Biceps Bar,5,2018
19,Harry Kane (Captain),1993-07-28,25,2018-03-25,Cable Biceps Bar,11,2018
19,Harry Kane (Captain),1993-07-28,25,2018-03-26,Cable Biceps Bar,19,2018
19,Harry Kane (Captain),1993-07-28,25,2018-03-27,Cable Biceps Bar,11,2018
19,Harry Kane (Captain),1993-07-28,25,2018-03-28,Cable Biceps Bar,5,2018
20,Demarai Gray,1996-06-28,22,2018-03-01,Cable Biceps Bar,18,2018
20,Demarai Gray,1996-06-28,22,2018-03-02,Cable Biceps Bar,3,2018
20,Demarai Gray,1996-06-28,22,2018-03-03,Cable Biceps Bar,12,2018
20,Demarai Gray,1996-06-28,22,2018-03-04,Cable Biceps Bar,0,2018
20,Demarai Gray,1996-06-28,22,2018-03-05,Cable Biceps Bar,18,2018
20,Demarai Gray,1996-06-28,22,2018-03-06,Cable Biceps Bar,11,2018
20,Demarai Gray,1996-06-28,22,2018-03-07,Cable Biceps Bar,10,2018
20,Demarai Gray,1996-06-28,22,2018-03-08,Cable Biceps Bar,0,2018
20,Demarai Gray,1996-06-28,22,2018-03-09,Cable Biceps Bar,NA,2018
20,Demarai Gray,1996-06-28,22,2018-03-10,Cable Biceps Bar,3,2018
20,Demarai Gray,1996-06-28,22,2018-03-11,Cable Biceps Bar,5,2018
20,Demarai Gray,1996-06-28,22,2018-03-12,Cable Biceps Bar,20,2018
20,Demarai Gray,1996-06-28,22,2018-03-13,Cable Biceps Bar,NA,2018
20,Demarai Gray,1996-06-28,22,2018-03-14,Cable Biceps Bar,9,2018
20,Demarai Gray,1996-06-28,22,2018-03-15,Cable Biceps Bar,NA,2018
20,Demarai Gray,1996-06-28,22,2018-03-16,Cable Biceps Bar,2,2018
20,Demarai Gray,1996-06-28,22,2018-03-17,Cable Biceps Bar,18,2018
20,Demarai Gray,1996-06-28,22,2018-03-18,Cable Biceps Bar,12,2018
20,Demarai Gray,1996-06-28,22,2018-03-19,Cable Biceps Bar,14,2018
20,Demarai Gray,1996-06-28,22,2018-03-20,Cable Biceps Bar,NA,2018
20,Demarai Gray,1996-06-28,22,2018-03-21,Cable Biceps Bar,7,2018
20,Demarai Gray,1996-06-28,22,2018-03-22,Cable Biceps Bar,4,2018
20,Demarai Gray,1996-06-28,22,2018-03-23,Cable Biceps Bar,13,2018
20,Demarai Gray,1996-06-28,22,2018-03-24,Cable Biceps Bar,7,2018
20,Demarai Gray,1996-06-28,22,2018-03-25,Cable Biceps Bar,6,2018
20,Demarai Gray,1996-06-28,22,2018-03-26,Cable Biceps Bar,20,2018
20,Demarai Gray,1996-06-28,22,2018-03-27,Cable Biceps Bar,2,2018
20,Demarai Gray,1996-06-28,22,2018-03-28,Cable Biceps Bar,2,2018
21,Alex McCarthy,1989-12-03,28,2018-03-01,Cable Biceps Bar,5,2018
21,Alex McCarthy,1989-12-03,28,2018-03-02,Cable Biceps Bar,1,2018
21,Alex McCarthy,1989-12-03,28,2018-03-03,Cable Biceps Bar,NA,2018
21,Alex McCarthy,1989-12-03,28,2018-03-04,Cable Biceps Bar,9,2018
21,Alex McCarthy,1989-12-03,28,2018-03-05,Cable Biceps Bar,5,2018
21,Alex McCarthy,1989-12-03,28,2018-03-06,Cable Biceps Bar,8,2018
21,Alex McCarthy,1989-12-03,28,2018-03-07,Cable Biceps Bar,2,2018
21,Alex McCarthy,1989-12-03,28,2018-03-08,Cable Biceps Bar,14,2018
21,Alex McCarthy,1989-12-03,28,2018-03-09,Cable Biceps Bar,12,2018
21,Alex McCarthy,1989-12-03,28,2018-03-10,Cable Biceps Bar,8,2018
21,Alex McCarthy,1989-12-03,28,2018-03-11,Cable Biceps Bar,NA,2018
21,Alex McCarthy,1989-12-03,28,2018-03-12,Cable Biceps Bar,16,2018
21,Alex McCarthy,1989-12-03,28,2018-03-13,Cable Biceps Bar,NA,2018
21,Alex McCarthy,1989-12-03,28,2018-03-14,Cable Biceps Bar,16,2018
21,Alex McCarthy,1989-12-03,28,2018-03-15,Cable Biceps Bar,NA,2018
21,Alex McCarthy,1989-12-03,28,2018-03-16,Cable Biceps Bar,15,2018
21,Alex McCarthy,1989-12-03,28,2018-03-17,Cable Biceps Bar,18,2018
21,Alex McCarthy,1989-12-03,28,2018-03-18,Cable Biceps Bar,1,2018
21,Alex McCarthy,1989-12-03,28,2018-03-19,Cable Biceps Bar,12,2018
21,Alex McCarthy,1989-12-03,28,2018-03-20,Cable Biceps Bar,19,2018
21,Alex McCarthy,1989-12-03,28,2018-03-21,Cable Biceps Bar,3,2018
21,Alex McCarthy,1989-12-03,28,2018-03-22,Cable Biceps Bar,17,2018
21,Alex McCarthy,1989-12-03,28,2018-03-23,Cable Biceps Bar,4,2018
21,Alex McCarthy,1989-12-03,28,2018-03-24,Cable Biceps Bar,9,2018
21,Alex McCarthy,1989-12-03,28,2018-03-25,Cable Biceps Bar,7,2018
21,Alex McCarthy,1989-12-03,28,2018-03-26,Cable Biceps Bar,15,2018
21,Alex McCarthy,1989-12-03,28,2018-03-27,Cable Biceps Bar,18,2018
21,Alex McCarthy,1989-12-03,28,2018-03-28,Cable Biceps Bar,14,2018
22,Marcus Bettinelli,1992-05-24,26,2018-03-01,Cable Biceps Bar,7,2018
22,Marcus Bettinelli,1992-05-24,26,2018-03-02,Cable Biceps Bar,3,2018
22,Marcus Bettinelli,1992-05-24,26,2018-03-03,Cable Biceps Bar,13,2018
22,Marcus Bettinelli,1992-05-24,26,2018-03-04,Cable Biceps Bar,10,2018
22,Marcus Bettinelli,1992-05-24,26,2018-03-05,Cable Biceps Bar,4,2018
22,Marcus Bettinelli,1992-05-24,26,2018-03-06,Cable Biceps Bar,7,2018
22,Marcus Bettinelli,1992-05-24,26,2018-03-07,Cable Biceps Bar,1,2018
22,Marcus Bettinelli,1992-05-24,26,2018-03-08,Cable Biceps Bar,17,2018
22,Marcus Bettinelli,1992-05-24,26,2018-03-09,Cable Biceps Bar,10,2018
22,Marcus Bettinelli,1992-05-24,26,2018-03-10,Cable Biceps Bar,15,2018
22,Marcus Bettinelli,1992-05-24,26,2018-03-11,Cable Biceps Bar,NA,2018
22,Marcus Bettinelli,1992-05-24,26,2018-03-12,Cable Biceps Bar,5,2018
22,Marcus Bettinelli,1992-05-24,26,2018-03-13,Cable Biceps Bar,9,2018
22,Marcus Bettinelli,1992-05-24,26,2018-03-14,Cable Biceps Bar,9,2018
22,Marcus Bettinelli,1992-05-24,26,2018-03-15,Cable Biceps Bar,2,2018
22,Marcus Bettinelli,1992-05-24,26,2018-03-16,Cable Biceps Bar,NA,2018
22,Marcus Bettinelli,1992-05-24,26,2018-03-17,Cable Biceps Bar,10,2018
22,Marcus Bettinelli,1992-05-24,26,2018-03-18,Cable Biceps Bar,0,2018
22,Marcus Bettinelli,1992-05-24,26,2018-03-19,Cable Biceps Bar,12,2018
22,Marcus Bettinelli,1992-05-24,26,2018-03-20,Cable Biceps Bar,12,2018
22,Marcus Bettinelli,1992-05-24,26,2018-03-21,Cable Biceps Bar,10,2018
22,Marcus Bettinelli,1992-05-24,26,2018-03-22,Cable Biceps Bar,NA,2018
22,Marcus Bettinelli,1992-05-24,26,2018-03-23,Cable Biceps Bar,7,2018
22,Marcus Bettinelli,1992-05-24,26,2018-03-24,Cable Biceps Bar,20,2018
22,Marcus Bettinelli,1992-05-24,26,2018-03-25,Cable Biceps Bar,13,2018
22,Marcus Bettinelli,1992-05-24,26,2018-03-26,Cable Biceps Bar,13,2018
22,Marcus Bettinelli,1992-05-24,26,2018-03-27,Cable Biceps Bar,0,2018
22,Marcus Bettinelli,1992-05-24,26,2018-03-28,Cable Biceps Bar,18,2018
